nct_id,Type,Value,Action
NCT01727531,GBM Prior Therapy Gliadel,Unknown,Add
NCT01731704,GBM Prior Therapy Gliadel,Unknown,Add
NCT01736722,GBM Prior Therapy Gliadel,Unknown,Add
NCT01736800,GBM Prior Therapy Gliadel,Unknown,Add
NCT01748149,GBM Prior Therapy Gliadel,Unknown,Add
NCT01756989,GBM Prior Therapy Gliadel,Unknown,Add
NCT01763385,GBM Prior Therapy Gliadel,Unknown,Add
NCT01765088,GBM Prior Therapy Gliadel,Unknown,Add
NCT01772771,GBM Prior Therapy Gliadel,Unknown,Add
NCT01777633,GBM Prior Therapy Gliadel,Unknown,Add
NCT01778764,GBM Prior Therapy Gliadel,Unknown,Add
NCT01783756,GBM Prior Therapy Gliadel,Unknown,Add
NCT01795313,GBM Prior Therapy Gliadel,Unknown,Add
NCT01800032,GBM Prior Therapy Gliadel,Unknown,Add
NCT01800695,GBM Prior Therapy Gliadel,Unknown,Add
NCT01811498,GBM Prior Therapy Gliadel,Unknown,Add
NCT01812616,GBM Prior Therapy Gliadel,Unknown,Add
NCT01818713,GBM Prior Therapy Gliadel,Unknown,Add
NCT01821443,GBM Prior Therapy Gliadel,Unknown,Add
NCT01837862,GBM Prior Therapy Gliadel,Unknown,Add
NCT01843413,GBM Prior Therapy Gliadel,Unknown,Add
NCT01849549,GBM Prior Therapy Gliadel,Unknown,Add
NCT01849952,GBM Prior Therapy Gliadel,Unknown,Add
NCT01850563,GBM Prior Therapy Gliadel,Unknown,Add
NCT01861405,GBM Prior Therapy Gliadel,Unknown,Add
NCT01861717,GBM Prior Therapy Gliadel,Unknown,Add
NCT01873469,GBM Prior Therapy Gliadel,Unknown,Add
NCT01878617,GBM Prior Therapy Gliadel,Unknown,Add
NCT01880749,GBM Prior Therapy Gliadel,Unknown,Add
NCT01881386,GBM Prior Therapy Gliadel,Unknown,Add
NCT01887795,GBM Prior Therapy Gliadel,Unknown,Add
NCT01890278,GBM Prior Therapy Gliadel,Unknown,Add
NCT01891318,GBM Prior Therapy Gliadel,Unknown,Add
NCT01891708,GBM Prior Therapy Gliadel,Unknown,Add
NCT01891838,GBM Prior Therapy Gliadel,Unknown,Add
NCT01898130,GBM Prior Therapy Gliadel,Unknown,Add
NCT01902420,GBM Prior Therapy Gliadel,Unknown,Add
NCT01903967,GBM Prior Therapy Gliadel,Unknown,Add
NCT01906385,GBM Prior Therapy Gliadel,Unknown,Add
NCT01908179,GBM Prior Therapy Gliadel,Unknown,Add
NCT01913067,GBM Prior Therapy Gliadel,Unknown,Add
NCT01915303,GBM Prior Therapy Gliadel,Unknown,Add
NCT01921335,GBM Prior Therapy Gliadel,Unknown,Add
NCT01923922,GBM Prior Therapy Gliadel,Unknown,Add
NCT01924351,GBM Prior Therapy Gliadel,Unknown,Add
NCT01926171,GBM Prior Therapy Gliadel,Unknown,Add
NCT01934894,GBM Prior Therapy Gliadel,Unknown,Add
NCT01939483,GBM Prior Therapy Gliadel,Unknown,Add
NCT01941602,GBM Prior Therapy Gliadel,Unknown,Add
NCT01942980,GBM Prior Therapy Gliadel,Unknown,Add
NCT01950195,GBM Prior Therapy Gliadel,Unknown,Add
NCT01951469,GBM Prior Therapy Gliadel,Unknown,Add
NCT01951482,GBM Prior Therapy Gliadel,Unknown,Add
NCT01957956,GBM Prior Therapy Gliadel,Unknown,Add
NCT01961934,GBM Prior Therapy Gliadel,Unknown,Add
NCT01964300,GBM Prior Therapy Gliadel,Unknown,Add
NCT01966809,GBM Prior Therapy Gliadel,Unknown,Add
NCT01970644,GBM Prior Therapy Gliadel,Unknown,Add
NCT01970865,GBM Prior Therapy Gliadel,Unknown,Add
NCT01974804,GBM Prior Therapy Gliadel,Unknown,Add
NCT01977677,GBM Prior Therapy Gliadel,Unknown,Add
NCT01978236,GBM Prior Therapy Gliadel,Unknown,Add
NCT01985971,GBM Prior Therapy Gliadel,Unknown,Add
NCT01986348,GBM Prior Therapy Gliadel,Unknown,Add
NCT01991977,GBM Prior Therapy Gliadel,Unknown,Add
NCT01996527,GBM Prior Therapy Gliadel,Unknown,Add
NCT02000882,GBM Prior Therapy Gliadel,Unknown,Add
NCT02005614,GBM Prior Therapy Gliadel,Unknown,Add
NCT02013297,GBM Prior Therapy Gliadel,Unknown,Add
NCT02014545,GBM Prior Therapy Gliadel,Unknown,Add
NCT02015117,GBM Prior Therapy Gliadel,Unknown,Add
NCT02015728,GBM Prior Therapy Gliadel,Unknown,Add
NCT02015819,GBM Prior Therapy Gliadel,Unknown,Add
NCT02019576,GBM Prior Therapy Gliadel,Unknown,Add
NCT02022384,GBM Prior Therapy Gliadel,Unknown,Add
NCT02026271,GBM Prior Therapy Gliadel,Unknown,Add
NCT02029573,GBM Prior Therapy Gliadel,Unknown,Add
NCT02029690,GBM Prior Therapy Gliadel,Unknown,Add
NCT02031237,GBM Prior Therapy Gliadel,Unknown,Add
NCT02034708,GBM Prior Therapy Gliadel,Unknown,Add
NCT02034799,GBM Prior Therapy Gliadel,Unknown,Add
NCT02034981,GBM Prior Therapy Gliadel,Unknown,Add
NCT02038348,GBM Prior Therapy Gliadel,Unknown,Add
NCT02039778,GBM Prior Therapy Gliadel,Unknown,Add
NCT02039947,GBM Prior Therapy Gliadel,Unknown,Add
NCT02040376,GBM Prior Therapy Gliadel,Unknown,Add
NCT02041611,GBM Prior Therapy Gliadel,Unknown,Add
NCT02047747,GBM Prior Therapy Gliadel,Unknown,Add
NCT02048059,GBM Prior Therapy Gliadel,Unknown,Add
NCT02052778,GBM Prior Therapy Gliadel,Unknown,Add
NCT02054689,GBM Prior Therapy Gliadel,Unknown,Add
NCT02054819,GBM Prior Therapy Gliadel,Unknown,Add
NCT02058953,GBM Prior Therapy Gliadel,Unknown,Add
NCT02062372,GBM Prior Therapy Gliadel,Unknown,Add
NCT02065466,GBM Prior Therapy Gliadel,Unknown,Add
NCT02066220,GBM Prior Therapy Gliadel,Unknown,Add
NCT02067156,GBM Prior Therapy Gliadel,Unknown,Add
NCT02073968,GBM Prior Therapy Gliadel,Unknown,Add
NCT02073994,GBM Prior Therapy Gliadel,Unknown,Add
NCT02076477,GBM Prior Therapy Gliadel,Unknown,Add
NCT02077543,GBM Prior Therapy Gliadel,Unknown,Add
NCT02078401,GBM Prior Therapy Gliadel,Unknown,Add
NCT02082119,GBM Prior Therapy Gliadel,Unknown,Add
NCT02082587,GBM Prior Therapy Gliadel,Unknown,Add
NCT02084134,GBM Prior Therapy Gliadel,Unknown,Add
NCT02085070,GBM Prior Therapy Gliadel,Unknown,Add
NCT02092038,GBM Prior Therapy Gliadel,Unknown,Add
NCT02095353,GBM Prior Therapy Gliadel,Unknown,Add
NCT02097732,GBM Prior Therapy Gliadel,Unknown,Add
NCT02099487,GBM Prior Therapy Gliadel,Unknown,Add
NCT02100891,GBM Prior Therapy Gliadel,Unknown,Add
NCT02104193,GBM Prior Therapy Gliadel,Unknown,Add
NCT02104882,GBM Prior Therapy Gliadel,Unknown,Add
NCT02105233,GBM Prior Therapy Gliadel,Unknown,Add
NCT02105337,GBM Prior Therapy Gliadel,Unknown,Add
NCT02108002,GBM Prior Therapy Gliadel,Unknown,Add
NCT02115139,GBM Prior Therapy Gliadel,Unknown,Add
NCT02119338,GBM Prior Therapy Gliadel,Unknown,Add
NCT02122822,GBM Prior Therapy Gliadel,Unknown,Add
NCT02124772,GBM Prior Therapy Gliadel,Unknown,Add
NCT02125786,GBM Prior Therapy Gliadel,Unknown,Add
NCT02129335,GBM Prior Therapy Gliadel,Unknown,Add
NCT02132598,GBM Prior Therapy Gliadel,Unknown,Add
NCT02137759,GBM Prior Therapy Gliadel,Unknown,Add
NCT02139150,GBM Prior Therapy Gliadel,Unknown,Add
NCT02147028,GBM Prior Therapy Gliadel,Unknown,Add
NCT02149459,GBM Prior Therapy Gliadel,Unknown,Add
NCT02150564,GBM Prior Therapy Gliadel,Unknown,Add
NCT02153957,GBM Prior Therapy Gliadel,Unknown,Add
NCT02154529,GBM Prior Therapy Gliadel,Unknown,Add
NCT02155920,GBM Prior Therapy Gliadel,Unknown,Add
NCT02157103,GBM Prior Therapy Gliadel,Unknown,Add
NCT02162537,GBM Prior Therapy Gliadel,Unknown,Add
NCT02162732,GBM Prior Therapy Gliadel,Unknown,Add
NCT02165995,GBM Prior Therapy Gliadel,Unknown,Add
NCT02166658,GBM Prior Therapy Gliadel,Unknown,Add
NCT02167204,GBM Prior Therapy Gliadel,Unknown,Add
NCT02168075,GBM Prior Therapy Gliadel,Unknown,Add
NCT02175745,GBM Prior Therapy Gliadel,Unknown,Add
NCT02177578,GBM Prior Therapy Gliadel,Unknown,Add
NCT02179515,GBM Prior Therapy Gliadel,Unknown,Add
NCT02185352,GBM Prior Therapy Gliadel,Unknown,Add
NCT02186509,GBM Prior Therapy Gliadel,Unknown,Add
NCT02187822,GBM Prior Therapy Gliadel,Unknown,Add
NCT02189109,GBM Prior Therapy Gliadel,Unknown,Add
NCT02190994,GBM Prior Therapy Gliadel,Unknown,Add
NCT02191488,GBM Prior Therapy Gliadel,Unknown,Add
NCT02192359,GBM Prior Therapy Gliadel,Unknown,Add
NCT02193568,GBM Prior Therapy Gliadel,Unknown,Add
NCT02194452,GBM Prior Therapy Gliadel,Unknown,Add
NCT02197169,GBM Prior Therapy Gliadel,Unknown,Add
NCT02197637,GBM Prior Therapy Gliadel,Unknown,Add
NCT02201563,GBM Prior Therapy Gliadel,Unknown,Add
NCT02203526,GBM Prior Therapy Gliadel,Unknown,Add
NCT02206230,GBM Prior Therapy Gliadel,Unknown,Add
NCT02208336,GBM Prior Therapy Gliadel,Unknown,Add
NCT02208362,GBM Prior Therapy Gliadel,Unknown,Add
NCT02209428,GBM Prior Therapy Gliadel,Unknown,Add
NCT02209948,GBM Prior Therapy Gliadel,Unknown,Add
NCT02212574,GBM Prior Therapy Gliadel,Unknown,Add
NCT02213536,GBM Prior Therapy Gliadel,Unknown,Add
NCT02215512,GBM Prior Therapy Gliadel,Unknown,Add
NCT02220127,GBM Prior Therapy Gliadel,Unknown,Add
NCT02220491,GBM Prior Therapy Gliadel,Unknown,Add
NCT02221986,GBM Prior Therapy Gliadel,Unknown,Add
NCT02230306,GBM Prior Therapy Gliadel,Unknown,Add
NCT02231775,GBM Prior Therapy Gliadel,Unknown,Add
NCT02233049,GBM Prior Therapy Gliadel,Unknown,Add
NCT02234050,GBM Prior Therapy Gliadel,Unknown,Add
NCT02238899,GBM Prior Therapy Gliadel,Unknown,Add
NCT02239861,GBM Prior Therapy Gliadel,Unknown,Add
NCT02239952,GBM Prior Therapy Gliadel,Unknown,Add
NCT02250755,GBM Prior Therapy Gliadel,Unknown,Add
NCT02254954,GBM Prior Therapy Gliadel,Unknown,Add
NCT02255461,GBM Prior Therapy Gliadel,Unknown,Add
NCT02260531,GBM Prior Therapy Gliadel,Unknown,Add
NCT02265549,GBM Prior Therapy Gliadel,Unknown,Add
NCT02265770,GBM Prior Therapy Gliadel,Unknown,Add
NCT02269111,GBM Prior Therapy Gliadel,Unknown,Add
NCT02271711,GBM Prior Therapy Gliadel,Unknown,Add
NCT02272270,GBM Prior Therapy Gliadel,Unknown,Add
NCT02274987,GBM Prior Therapy Gliadel,Unknown,Add
NCT02276053,GBM Prior Therapy Gliadel,Unknown,Add
NCT02277561,GBM Prior Therapy Gliadel,Unknown,Add
NCT02278510,GBM Prior Therapy Gliadel,Unknown,Add
NCT02279992,GBM Prior Therapy Gliadel,Unknown,Add
NCT02282917,GBM Prior Therapy Gliadel,Unknown,Add
NCT02285439,GBM Prior Therapy Gliadel,Unknown,Add
NCT02285959,GBM Prior Therapy Gliadel,Unknown,Add
NCT02286167,GBM Prior Therapy Gliadel,Unknown,Add
NCT02286531,GBM Prior Therapy Gliadel,Unknown,Add
NCT02288962,GBM Prior Therapy Gliadel,Unknown,Add
NCT02296476,GBM Prior Therapy Gliadel,Unknown,Add
NCT02296580,GBM Prior Therapy Gliadel,Unknown,Add
NCT02299089,GBM Prior Therapy Gliadel,Unknown,Add
NCT02300766,GBM Prior Therapy Gliadel,Unknown,Add
NCT02302235,GBM Prior Therapy Gliadel,Unknown,Add
NCT02303678,GBM Prior Therapy Gliadel,Unknown,Add
NCT02303938,GBM Prior Therapy Gliadel,Unknown,Add
NCT02305056,GBM Prior Therapy Gliadel,Unknown,Add
NCT02307604,GBM Prior Therapy Gliadel,Unknown,Add
NCT02310516,GBM Prior Therapy Gliadel,Unknown,Add
NCT02311556,GBM Prior Therapy Gliadel,Unknown,Add
NCT02311582,GBM Prior Therapy Gliadel,Unknown,Add
NCT02312622,GBM Prior Therapy Gliadel,Unknown,Add
NCT02313272,GBM Prior Therapy Gliadel,Unknown,Add
NCT02313389,GBM Prior Therapy Gliadel,Unknown,Add
NCT02315534,GBM Prior Therapy Gliadel,Unknown,Add
NCT02320058,GBM Prior Therapy Gliadel,Unknown,Add
NCT02328300,GBM Prior Therapy Gliadel,Unknown,Add
NCT02329795,GBM Prior Therapy Gliadel,Unknown,Add
NCT02330562,GBM Prior Therapy Gliadel,Unknown,Add
NCT02331498,GBM Prior Therapy Gliadel,Unknown,Add
NCT02331693,GBM Prior Therapy Gliadel,Unknown,Add
NCT02332889,GBM Prior Therapy Gliadel,Unknown,Add
NCT02333565,GBM Prior Therapy Gliadel,Unknown,Add
NCT02334722,GBM Prior Therapy Gliadel,Unknown,Add
NCT02335918,GBM Prior Therapy Gliadel,Unknown,Add
NCT02336451,GBM Prior Therapy Gliadel,Unknown,Add
NCT02337426,GBM Prior Therapy Gliadel,Unknown,Add
NCT02337491,GBM Prior Therapy Gliadel,Unknown,Add
NCT02337686,GBM Prior Therapy Gliadel,Unknown,Add
NCT02338011,GBM Prior Therapy Gliadel,Unknown,Add
NCT02338037,GBM Prior Therapy Gliadel,Unknown,Add
NCT02338609,GBM Prior Therapy Gliadel,Unknown,Add
NCT02342379,GBM Prior Therapy Gliadel,Unknown,Add
NCT02343224,GBM Prior Therapy Gliadel,Unknown,Add
NCT02343549,GBM Prior Therapy Gliadel,Unknown,Add
NCT02343991,GBM Prior Therapy Gliadel,Unknown,Add
NCT02344355,GBM Prior Therapy Gliadel,Unknown,Add
NCT02345824,GBM Prior Therapy Gliadel,Unknown,Add
NCT02351700,GBM Prior Therapy Gliadel,Unknown,Add
NCT02353000,GBM Prior Therapy Gliadel,Unknown,Add
NCT02355613,GBM Prior Therapy Gliadel,Unknown,Add
NCT02357498,GBM Prior Therapy Gliadel,Unknown,Add
NCT02358187,GBM Prior Therapy Gliadel,Unknown,Add
NCT02359565,GBM Prior Therapy Gliadel,Unknown,Add
NCT02360215,GBM Prior Therapy Gliadel,Unknown,Add
NCT02363075,GBM Prior Therapy Gliadel,Unknown,Add
NCT02363933,GBM Prior Therapy Gliadel,Unknown,Add
NCT02364206,GBM Prior Therapy Gliadel,Unknown,Add
NCT02365662,GBM Prior Therapy Gliadel,Unknown,Add
NCT02366728,GBM Prior Therapy Gliadel,Unknown,Add
NCT02367469,GBM Prior Therapy Gliadel,Unknown,Add
NCT02367482,GBM Prior Therapy Gliadel,Unknown,Add
NCT02370563,GBM Prior Therapy Gliadel,Unknown,Add
NCT02371031,GBM Prior Therapy Gliadel,Unknown,Add
NCT02372409,GBM Prior Therapy Gliadel,Unknown,Add
NCT02374242,GBM Prior Therapy Gliadel,Unknown,Add
NCT02374983,GBM Prior Therapy Gliadel,Unknown,Add
NCT02375334,GBM Prior Therapy Gliadel,Unknown,Add
NCT02378532,GBM Prior Therapy Gliadel,Unknown,Add
NCT02379572,GBM Prior Therapy Gliadel,Unknown,Add
NCT02381886,GBM Prior Therapy Gliadel,Unknown,Add
NCT02386826,GBM Prior Therapy Gliadel,Unknown,Add
NCT02388659,GBM Prior Therapy Gliadel,Unknown,Add
NCT02389530,GBM Prior Therapy Gliadel,Unknown,Add
NCT02389738,GBM Prior Therapy Gliadel,Unknown,Add
NCT02389855,GBM Prior Therapy Gliadel,Unknown,Add
NCT02390518,GBM Prior Therapy Gliadel,Unknown,Add
NCT02390752,GBM Prior Therapy Gliadel,Unknown,Add
NCT02391246,GBM Prior Therapy Gliadel,Unknown,Add
NCT02391493,GBM Prior Therapy Gliadel,Unknown,Add
NCT02392078,GBM Prior Therapy Gliadel,Unknown,Add
NCT02393131,GBM Prior Therapy Gliadel,Unknown,Add
NCT02394626,GBM Prior Therapy Gliadel,Unknown,Add
NCT02395692,GBM Prior Therapy Gliadel,Unknown,Add
NCT02402075,GBM Prior Therapy Gliadel,Unknown,Add
NCT02410577,GBM Prior Therapy Gliadel,Unknown,Add
NCT02415153,GBM Prior Therapy Gliadel,Unknown,Add
NCT02417324,GBM Prior Therapy Gliadel,Unknown,Add
NCT02419664,GBM Prior Therapy Gliadel,Unknown,Add
NCT02420613,GBM Prior Therapy Gliadel,Unknown,Add
NCT02423343,GBM Prior Therapy Gliadel,Unknown,Add
NCT02423525,GBM Prior Therapy Gliadel,Unknown,Add
NCT02425072,GBM Prior Therapy Gliadel,Unknown,Add
NCT02429570,GBM Prior Therapy Gliadel,Unknown,Add
NCT02430363,GBM Prior Therapy Gliadel,Unknown,Add
NCT02430727,GBM Prior Therapy Gliadel,Unknown,Add
NCT02433171,GBM Prior Therapy Gliadel,Unknown,Add
NCT02433392,GBM Prior Therapy Gliadel,Unknown,Add
NCT02439164,GBM Prior Therapy Gliadel,Unknown,Add
NCT02439268,GBM Prior Therapy Gliadel,Unknown,Add
NCT02441062,GBM Prior Therapy Gliadel,Unknown,Add
NCT02441088,GBM Prior Therapy Gliadel,Unknown,Add
NCT02442297,GBM Prior Therapy Gliadel,Unknown,Add
NCT02444000,GBM Prior Therapy Gliadel,Unknown,Add
NCT02444546,GBM Prior Therapy Gliadel,Unknown,Add
