nct_id,Type,Value,Action
NCT02960230,DIPG Workflow Status,Needs Review,Add
NCT02992015,DIPG Workflow Status,Needs Review,Add
NCT03178032,DIPG Workflow Status,Needs Review,Add
NCT01922076,DIPG Workflow Status,Needs Review,Add
NCT02233049,DIPG Workflow Status,Needs Review,Add
NCT02607124,DIPG Workflow Status,Needs Review,Add
NCT03086616,DIPG Workflow Status,Needs Review,Add
NCT02717455,DIPG Workflow Status,Needs Review,Add
NCT03155620,DIPG Workflow Status,Needs Review,Add
NCT01884740,DIPG Workflow Status,Needs Review,Add
NCT02359565,DIPG Workflow Status,Needs Review,Add
NCT03126266,DIPG Workflow Status,Needs Review,Add
NCT02124772,DIPG Workflow Status,Needs Review,Add
NCT01644773,DIPG Workflow Status,Needs Review,Add
NCT02420613,DIPG Workflow Status,Needs Review,Add
NCT02758366,DIPG Workflow Status,Needs Review,Add
NCT02840123,DIPG Workflow Status,Needs Review,Add
NCT01837862,DIPG Workflow Status,Needs Review,Add
NCT02644460,DIPG Workflow Status,Needs Review,Add
NCT02444546,DIPG Workflow Status,Needs Review,Add
NCT01106794,DIPG Workflow Status,Needs Review,Add
NCT03690869,Brain Tumor Status,Needs Review,Add
NCT03243461,Brain Tumor Status,Needs Review,Add
NCT03632317,Brain Tumor Status,Needs Review,Add
NCT03696355,Brain Tumor Status,Needs Review,Add
NCT03620032,Brain Tumor Status,Needs Review,Add
NCT03605550,Brain Tumor Status,Needs Review,Add
NCT03538587,Brain Tumor Status,Needs Review,Add
NCT03396575,Brain Tumor Status,Needs Review,Add
NCT03566199,Brain Tumor Status,Needs Review,Add
NCT03387020,Brain Tumor Status,Needs Review,Add
NCT03389802,Brain Tumor Status,Needs Review,Add
NCT02343406,Brain Tumor Status,Needs Review,Add
NCT03257631,Brain Tumor Status,Needs Review,Add
NCT02502708,Brain Tumor Status,Needs Review,Add
NCT01445288,Brain Tumor Status,Needs Review,Add
NCT03416530,Brain Tumor Status,Needs Review,Add
NCT03330197,Brain Tumor Status,Needs Review,Add
NCT03352427,Brain Tumor Status,Needs Review,Add
NCT03355794,Brain Tumor Status,Needs Review,Add
NCT03086616,Brain Tumor Status,Needs Review,Add
NCT02274987,Brain Tumor Status,Needs Review,Add
NCT03101813,Brain Tumor Status,Needs Review,Add
NCT01502917,Brain Tumor Status,Needs Review,Add
NCT03130959,Brain Tumor Status,Needs Review,Add
NCT02960230,Brain Tumor Status,Needs Review,Add
NCT02992015,Brain Tumor Status,Needs Review,Add
NCT03178032,Brain Tumor Status,Needs Review,Add
NCT01922076,Brain Tumor Status,Needs Review,Add
NCT02233049,Brain Tumor Status,Needs Review,Add
NCT02607124,Brain Tumor Status,Needs Review,Add
NCT03086616,Brain Tumor Status,Needs Review,Add
NCT02717455,Brain Tumor Status,Needs Review,Add
NCT03155620,Brain Tumor Status,Needs Review,Add
NCT01884740,Brain Tumor Status,Needs Review,Add
NCT02359565,Brain Tumor Status,Needs Review,Add
NCT03126266,Brain Tumor Status,Needs Review,Add
NCT02124772,Brain Tumor Status,Needs Review,Add
NCT01644773,Brain Tumor Status,Needs Review,Add
NCT02420613,Brain Tumor Status,Needs Review,Add
NCT02758366,Brain Tumor Status,Needs Review,Add
NCT02840123,Brain Tumor Status,Needs Review,Add
NCT01837862,Brain Tumor Status,Needs Review,Add
NCT02644460,Brain Tumor Status,Needs Review,Add
NCT02444546,Brain Tumor Status,Needs Review,Add
NCT01106794,Brain Tumor Status,Needs Review,Add
NCT03690869,Karnofsky Allowed Scores,Needs Review,Add
NCT03243461,Karnofsky Allowed Scores,Needs Review,Add
NCT03632317,Karnofsky Allowed Scores,Needs Review,Add
NCT03696355,Karnofsky Allowed Scores,Needs Review,Add
NCT03620032,Karnofsky Allowed Scores,Needs Review,Add
NCT03605550,Karnofsky Allowed Scores,Needs Review,Add
NCT03538587,Karnofsky Allowed Scores,Needs Review,Add
NCT03396575,Karnofsky Allowed Scores,Needs Review,Add
NCT03566199,Karnofsky Allowed Scores,Needs Review,Add
NCT03387020,Karnofsky Allowed Scores,Needs Review,Add
NCT03389802,Karnofsky Allowed Scores,Needs Review,Add
NCT02343406,Karnofsky Allowed Scores,Needs Review,Add
NCT03257631,Karnofsky Allowed Scores,Needs Review,Add
NCT02502708,Karnofsky Allowed Scores,Needs Review,Add
NCT01445288,Karnofsky Allowed Scores,Needs Review,Add
NCT03416530,Karnofsky Allowed Scores,Needs Review,Add
NCT03330197,Karnofsky Allowed Scores,Needs Review,Add
NCT03352427,Karnofsky Allowed Scores,Needs Review,Add
NCT03355794,Karnofsky Allowed Scores,Needs Review,Add
NCT03086616,Karnofsky Allowed Scores,Needs Review,Add
NCT02274987,Karnofsky Allowed Scores,Needs Review,Add
NCT03101813,Karnofsky Allowed Scores,Needs Review,Add
NCT01502917,Karnofsky Allowed Scores,Needs Review,Add
NCT03130959,Karnofsky Allowed Scores,Needs Review,Add
NCT02960230,Karnofsky Allowed Scores,Needs Review,Add
NCT02992015,Karnofsky Allowed Scores,Needs Review,Add
NCT03178032,Karnofsky Allowed Scores,Needs Review,Add
NCT01922076,Karnofsky Allowed Scores,Needs Review,Add
NCT02233049,Karnofsky Allowed Scores,Needs Review,Add
NCT02607124,Karnofsky Allowed Scores,Needs Review,Add
NCT03086616,Karnofsky Allowed Scores,Needs Review,Add
NCT02717455,Karnofsky Allowed Scores,Needs Review,Add
NCT03155620,Karnofsky Allowed Scores,Needs Review,Add
NCT01884740,Karnofsky Allowed Scores,Needs Review,Add
NCT02359565,Karnofsky Allowed Scores,Needs Review,Add
NCT03126266,Karnofsky Allowed Scores,Needs Review,Add
NCT02124772,Karnofsky Allowed Scores,Needs Review,Add
NCT01644773,Karnofsky Allowed Scores,Needs Review,Add
NCT02420613,Karnofsky Allowed Scores,Needs Review,Add
NCT02758366,Karnofsky Allowed Scores,Needs Review,Add
NCT02840123,Karnofsky Allowed Scores,Needs Review,Add
NCT01837862,Karnofsky Allowed Scores,Needs Review,Add
NCT02644460,Karnofsky Allowed Scores,Needs Review,Add
NCT02444546,Karnofsky Allowed Scores,Needs Review,Add
NCT01106794,Karnofsky Allowed Scores,Needs Review,Add
NCT03690869,Mutations Targeted,Needs Review,Add
NCT03243461,Mutations Targeted,Needs Review,Add
NCT03632317,H3 K27M,Needs Review,Add
NCT03696355,Mutations Targeted,Needs Review,Add
NCT03620032,Mutations Targeted,Needs Review,Add
NCT03605550,Mutations Targeted,Needs Review,Add
NCT03538587,Mutations Targeted,Needs Review,Add
NCT03396575,Mutations Targeted,Needs Review,Add
NCT03566199,Mutations Targeted,Needs Review,Add
NCT03387020,Mutations Targeted,Needs Review,Add
NCT03389802,Mutations Targeted,Needs Review,Add
NCT02343406,Mutations Targeted,Needs Review,Add
NCT03257631,Mutations Targeted,Needs Review,Add
NCT02502708,Mutations Targeted,Needs Review,Add
NCT01445288,Mutations Targeted,Needs Review,Add
NCT03416530,H3 K27M,Needs Review,Add
NCT03330197,Mutations Targeted,Needs Review,Add
NCT03352427,Mutations Targeted,Needs Review,Add
NCT03355794,Mutations Targeted,Needs Review,Add
NCT03086616,Mutations Targeted,Needs Review,Add
NCT02274987,Mutations Targeted,Needs Review,Add
NCT03101813,Mutations Targeted,Needs Review,Add
NCT01502917,Mutations Targeted,Needs Review,Add
NCT03130959,Mutations Targeted,Needs Review,Add
NCT02960230,H3 K27M,Needs Review,Add
NCT02992015,Mutations Targeted,Needs Review,Add
NCT03178032,Mutations Targeted,Needs Review,Add
NCT01922076,Mutations Targeted,Needs Review,Add
NCT02233049,Mutations Targeted,Needs Review,Add
NCT02607124,Mutations Targeted,Needs Review,Add
NCT03086616,Mutations Targeted,Needs Review,Add
NCT02717455,Mutations Targeted,Needs Review,Add
NCT03155620,Mutations Targeted,Needs Review,Add
NCT01884740,Mutations Targeted,Needs Review,Add
NCT02359565,Mutations Targeted,Needs Review,Add
NCT03126266,Mutations Targeted,Needs Review,Add
NCT02124772,Mutations Targeted,Needs Review,Add
NCT01644773,Mutations Targeted,Needs Review,Add
NCT02420613,Mutations Targeted,Needs Review,Add
NCT02758366,Mutations Targeted,Needs Review,Add
NCT02840123,Mutations Targeted,Needs Review,Add
NCT01837862,Mutations Targeted,Needs Review,Add
NCT02644460,Mutations Targeted,Needs Review,Add
NCT02444546,Mutations Targeted,Needs Review,Add
NCT01106794,Mutations Targeted,Needs Review,Add
